Freshness,Review
0, At least they gave Freddy a back story - that's a good thing. That it made no sense - that's a bad thing.
0, The problem with The Bling Ring is that it feels as soulless as its young protagonists.
2," What makes Call Be By Your Name stand out from the films it will be compared to is Guadagnino's play on juxtapositions, which go much deeper than merely an angsty teen with an introspective soul."
0," Jonah Hex isn't necessarily a bad film, it's just nothing at all."
0," Disgusting. It's a straight-faced argument in favor of macho posturing and workplace violence, with little to no laughs (Splice Today) "
2," Anyhoo, Cumberbatch. A fine actor and a charming fellow. He smoothly delivers one-liners and bone-crushing astral bowling balls alike."
0," What appears on paper to be an ideal three-dimensional, morally complex role for the quick-witted comedienne backfires in practice, relying on Fey to be funny in a movie that works better serious."
0," Silly, formulaic."
0," Discredit goes to writer Skip Woods, whose first name suggests what you can do with this garbage."
0," Even for a filmmaker who takes pride in scaling the fantastic down to everyday proportions, there's such a thing as going too slight."
2," If I Want to Whistle, I Whistle makes its presence felt -- albeit with a whisper, rather than a shout. "
2, This is not a biopic in the mould of Walk The Line or Ray; it is the story of a troubled childhood and a determined and strong-minded young man who uses his love of music to overcome a bitter and uncomfortable domestic past.
0," If the series' second effort felt like a placeholder for more to come, The Death Cure concludes the saga with little more than a box-ticking exercise. "
2," ""The Bourne Ultimatum"" might have brought this saga to a classy and gratifying conclusion. It's hard to imagine how any further sequel could improve upon it."
0," feels slightly disjointed, as if all the parts aren't quite lining up and the progression of action that is supposed to build emotionally instead feels more like little more than a series of plot points. "
2," Ultimately, as it should be, what carries the day is the power of the arguments and our recognition that it is forming these positions that will lead to the foundation of the civil rights era."
0, The film almost completely falls apart in the second half when it becomes as loud as it is tedious.
0," Above all the idiotic shenanigans and brutally offensive conversation, Chuck & Larry is flat-out a badly made movie."
2," This isn't just great filmmaking, it's great filmgoing."
0," It's certainly a goodhearted story, and the movie does offer a little plot twist that deviates from the usual formula. After that, though, The Game Plan quickly reverts to the established playbook for safe, sappy family fare."
2," Call it Bill and Ted with attitude, or a toothless Clueless: either way, the film uses up its best lines in the first 40 minutes, and only comes to life whenever the splendidly grouchy Janeane Garofalo is on screen."
0, fans will be thrilled to catch up with the gals. Non-fans will probably be a bit confused and wonder what all the fuss was about.
2," The heart of Champion-learning to trust, finding a way to forge bonds, accepting the faults in those you love-lifts this above a routine sports movie."
0, Third art-house wuxia in a row with Zhang Ziyi the subject of violent sexual advances -- but the first that seems to take an unhealthy interest in the whole business.
2, A promising debut from a third-generation Coppola.
0," Offers a set-up that is best described as cheap, cheap, and cheap."
0," I Am Number Four is a promise that the freaks will outlast the popular kids and that the aliens among us, the people with all the problems, are the ones who will still be around for the sequel. "
2," On Stranger Tides is nearly as fleet-footed and fun as the very first film, released in 2003."
2," In many ways, Fritz Lang's The Big Heat, scripted by former crime reporter Sydney Boehm, laid the groundwork not only for ""Dirty Harry,"" but for the whole sub-genre of 'rogue cop' films that began to surface during the Vietnam era."
0," The Island, which belabors itself for about 45 minutes before you have any idea what's afoot, is a clone itself - of Coma, a '70s medical thriller that once seemed so far-fetched it had to be sci-fi."
